Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Campaign type
,,,,,,male employee appreciation,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.50,1.50,0,0.00,0.00,Search
,,,,,,pivot point awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.19,2.19,0,0.00,0.00,Search
,,,,,,gifted employee rewards,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,3.80,3.80,0,0.00,0.00,Search
,,,,,,best employe recognition letter,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.88,0.88,0,0.00,0.00,Search
,,,,,,typical incentive plans for food manufacturing,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,3.44,3.44,0,0.00,0.00,Search
,,,,,,rewards for sales team,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.62,1.62,0,0.00,0.00,Search
,,,,,,raytheon benefits center phone number,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,1.00,USD,2.57,2.57,0,0.00,0.00,Search
,,,,,,how do i want ti be rewarded at aork,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.69,2.69,0,0.00,0.00,Search
,,,,,,awards items,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,2.38,2.38,0,0.00,0.00,Search
,,,,,,employee years of service gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,6.06,6.06,0,0.00,0.00,Search
,,,,,,cloud storage referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.38,2.38,0,0.00,0.00,Search
,,,,,,what is a great gift for a office worker,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.78,0.78,0,0.00,0.00,Search
,,,,,,senority awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.45,1.45,0,0.00,0.00,Search
,,,,,,recognition master training and capacitation,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.32,2.32,0,0.00,0.00,Search
,,,,,,minnesota employee benefits comparison,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.64,1.64,0,0.00,0.00,Search
,,,,,,workplace samples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,4.26,4.26,0,0.00,0.00,Search
,,,,,,corpoate perk,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Perks,1,1,1.00,USD,1.52,1.52,0,0.00,0.00,Search
,,,,,,years of service award ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,3.45,3.45,0,0.00,0.00,Search
,,,,,,how do project managers get a bonus structure,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,1,1.00,USD,2.36,2.36,0,0.00,0.00,Search
,,,,,,macy's employee star rewards card,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.65,1.65,0,0.00,0.00,Search
,,,,,,profit bonus scheme,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.67,2.67,0,0.00,0.00,Search
,,,,,,promotional material for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,3.36,3.36,0,0.00,0.00,Search
,,,,,,ourserviceawards boostrewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.31,2.31,0,0.00,0.00,Search
,,,,,,employee appreciation treats,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Appreciation,1,1,1.00,USD,2.20,2.20,0,0.00,0.00,Search
,,,,,,how to get recognized at work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.76,1.76,0,0.00,0.00,Search
,,,,,,skilled nursing home facility employy incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.11,1.11,0,0.00,0.00,Search
,,,,,,unique employee tenure gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.61,1.61,0,0.00,0.00,Search
,,,,,,website developer gift,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,4.78,4.78,0,0.00,0.00,Search
,,,,,,social recognition solutions,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.30,2.30,0,0.00,0.00,Search
,,,,,,what to get for mewmployee,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.94,0.94,0,0.00,0.00,Search
,,,,,,voice recognition for customer service,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.51,2.51,0,0.00,0.00,Search
,,,,,,download my benefits perkspot,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.59,1.59,0,0.00,0.00,Search
,,,,,,help centercommunityannouncements back google employee andy b 3 12 19 introducing google's product experts program 0 replies las,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.57,2.57,0,0.00,0.00,Search
,,,,,,prizes for sales people,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,3.19,3.19,0,0.00,0.00,Search
,,,,,,company retirement gift policy,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,1.00,USD,0.82,0.82,0,0.00,0.00,Search
,,,,,,incentive for fitness staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.58,1.58,0,0.00,0.00,Search
,,,,,,how do i want to be recognized,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.52,1.52,0,0.00,0.00,Search
,,,,,,employee gift codes,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.82,1.82,0,0.00,0.00,Search
,,,,,,tkc holdings rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.16,1.16,0,0.00,0.00,Search
,,,,,,how to celebrate employee bdays at company,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.83,0.83,0,0.00,0.00,Search
,,,,,,unique gift experiences to give a staff member,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.72,0.72,0,0.00,0.00,Search
,,,,,,employee appreciation cards bulletin board,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.67,1.67,0,0.00,0.00,Search
,,,,,,unique logo gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.86,0.86,0,0.00,0.00,Search
,,,,,,work anniversary party ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,1,1,1.00,USD,4.62,4.62,0,0.00,0.00,Search
,,,,,,spiff rewards acimacredit com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Spiffs,1,1,1.00,USD,0.96,0.96,0,0.00,0.00,Search
,,,,,,if i pass te mta bus operator exam any referal work in next step to get the job,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,0.58,0.58,0,0.00,0.00,Search
,,,,,,tenure gifts for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.87,1.87,0,0.00,0.00,Search
,,,,,,reffral code,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.91,1.91,0,0.00,0.00,Search
,,,,,,referal program apps,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.72,1.72,0,0.00,0.00,Search
,,,,,,salesman trophy,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Award,1,1,1.00,USD,1.86,1.86,0,0.00,0.00,Search
,,,,,,company awards creative presentation,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,1.60,1.60,0,0.00,0.00,Search
,,,,,,companies that manage loyalty scratch off tickets or coupons programs for business,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,5.28,5.28,0,0.00,0.00,Search
,,,,,,retention award ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.98,1.98,0,0.00,0.00,Search
,,,,,,best executive gifts 2019,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.54,1.54,0,0.00,0.00,Search
,,,,,,how to react to recognition at work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.83,0.83,0,0.00,0.00,Search
,,,,,,sample manager recognition letters,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.45,1.45,0,0.00,0.00,Search
,,,,,,best presents for staff members,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,2.27,2.27,0,0.00,0.00,Search
,,,,,,what is a good cash bonus for a 20 year employee,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.55,1.55,0,0.00,0.00,Search
,,,,,,annual design awards for business excellence,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,2.07,2.07,0,0.00,0.00,Search
,,,,,,2019 unique office gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.14,1.14,0,0.00,0.00,Search
,,,,,,housekeeping recognition letter,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.86,2.86,0,0.00,0.00,Search
,,,,,,how to select an employee of the year,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.85,1.85,0,0.00,0.00,Search
,,,,,,recognition email sample,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.93,0.93,0,0.00,0.00,Search
,,,,,,award select gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.40,1.40,0,0.00,0.00,Search
,,,,,,www awardselect com smithfield47,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.07,1.07,0,0.00,0.00,Search
,,,,,,employee recognition humble tx,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,1.00,USD,3.49,3.49,0,0.00,0.00,Search
,,,,,,disney employee anniversary maquette,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,1.00,USD,2.70,2.70,0,0.00,0.00,Search
,,,,,,ziocar employee referra program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,1.00,USD,2.30,2.30,0,0.00,0.00,Search
,,,,,,custom yeti work anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,1.00,USD,1.55,1.55,0,0.00,0.00,Search
,,,,,,employee incentives holidays,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,1.00,USD,2.10,2.10,0,0.00,0.00,Search
,,,,,,15 year sephora versary employee,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,0.75,0.75,0,0.00,0.00,Search
,,,,,,team incentive ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,4.00,4.00,0,0.00,0.00,Search
,,,,,,compensation rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.98,2.98,0,0.00,0.00,Search
,,,,,,awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Award,1,1,1.00,USD,3.26,3.26,0,0.00,0.00,Search
,,,,,,certificate funrewardsforyou,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Travel,1,1,1.00,USD,2.36,2.36,0,0.00,0.00,Search
,,,,,,employee perks program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,5.85,5.85,0,0.00,0.00,Search
,,,,,,bonsely rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.59,2.59,0,0.00,0.00,Search
,,,,,,making individual incentives work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.51,2.51,0,0.00,0.00,Search
,,,,,,internal awards at lands end,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,1.20,1.20,0,0.00,0.00,Search
,,,,,,good gifts for a sales team,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.38,1.38,0,0.00,0.00,Search
,,,,,,sales team incentive prizes,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,6.24,6.24,0,0.00,0.00,Search
,,,,,,giveaway ideas for staff event,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,2.45,2.45,0,0.00,0.00,Search
,,,,,,corporate sales incentive vacation packages,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Travel,1,1,1.00,USD,4.96,4.96,0,0.00,0.00,Search
,,,,,,referral points prize program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.04,2.04,0,0.00,0.00,Search
,,,,,,safety awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.18,2.18,0,0.00,0.00,Search
,,,,,,what bonuses do employers give for 20 years of service,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.91,1.91,0,0.00,0.00,Search
,,,,,,access perks registration,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.52,1.52,0,0.00,0.00,Search
,,,,,,harrah's employee rewards,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.73,1.73,0,0.00,0.00,Search
,,,,,,personable years of service gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.44,1.44,0,0.00,0.00,Search
,,,,,,employee commendation email,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.58,1.58,0,0.00,0.00,Search
,,,,,,uber referal program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.67,2.67,0,0.00,0.00,Search
,,,,,,sofi money referral $50,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.50,1.50,0,0.00,0.00,Search
,,,,,,best employee vip programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.22,1.22,0,0.00,0.00,Search
,,,,,,budweiser employee gifts or rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,0.42,0.42,0,0.00,0.00,Search
,,,,,,best small office gift ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.49,0.49,0,0.00,0.00,Search
,,,,,,what are the best presents for building workers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.35,1.35,0,0.00,0.00,Search
,,,,,,local business referral software,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,3.86,3.86,0,0.00,0.00,Search
,,,,,,team recoginitoon letter,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.91,0.91,0,0.00,0.00,Search
,,,,,,http advanceautoparts perkspot com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.32,1.32,0,0.00,0.00,Search
,,,,,,fun company perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.70,2.70,0,0.00,0.00,Search
,,,,,,how can i create a award pin,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,2.72,2.72,0,0.00,0.00,Search
,,,,,,www penskesafetyaward,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.84,2.84,0,0.00,0.00,Search
,,,,,,sprouts work perk card,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.24,1.24,0,0.00,0.00,Search
,,,,,,what can u do to give incentive to ur workers to do better,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,0.98,0.98,0,0.00,0.00,Search
,,,,,,aerotek referal bonous,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.21,2.21,0,0.00,0.00,Search
,,,,,,medical support staff awards texas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,1.05,1.05,0,0.00,0.00,Search
,,,,,,how to incentivize do sales people with new accounts that they make commission off of,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.60,1.60,0,0.00,0.00,Search
,,,,,,www awardselect com franciscalliance12,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.01,1.01,0,0.00,0.00,Search
,,,,,,referral ideas for business,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,5.15,5.15,0,0.00,0.00,Search
,,,,,,best gifts for team members,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.35,1.35,0,0.00,0.00,Search
,,,,,,ideas on what to send employee with broken ankle,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.57,0.57,0,0.00,0.00,Search
,,,,,,main event giveawow com recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.58,1.58,0,0.00,0.00,Search
,,,,,,referral offer from suddenlink,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.80,1.80,0,0.00,0.00,Search
,,,,,,referral program free for money,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,3.11,3.11,0,0.00,0.00,Search
,,,,,,rev group recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,3.54,3.54,0,0.00,0.00,Search
,,,,,,best almost employee award certificate,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.26,1.26,0,0.00,0.00,Search
,,,,,,earn money by inviting friends,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.89,1.89,0,0.00,0.00,Search
,,,,,,how can companies give non monetary benedits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.41,2.41,0,0.00,0.00,Search
,,,,,,best ways to incentivise staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.81,1.81,0,0.00,0.00,Search
,,,,,,quarterly team recognition award,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.10,1.10,0,0.00,0.00,Search
,,,,,,teacher recognition ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.86,0.86,0,0.00,0.00,Search
,,,,,,https www awardselect com ardagh28,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.05,1.05,0,0.00,0.00,Search
,,,,,,idea for staff with perfect attendance,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.97,1.97,0,0.00,0.00,Search
,,,,,,prizes for work contests,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.77,2.77,0,0.00,0.00,Search
,,,,,,gift giving service,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.05,1.05,0,0.00,0.00,Search
,,,,,,corporate goodie bags,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.75,1.75,0,0.00,0.00,Search
,,,,,,referral sales program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.22,2.22,0,0.00,0.00,Search
,,,,,,bath and body works reward program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,1,1.00,USD,1.92,1.92,0,0.00,0.00,Search
,,,,,,company trip awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,1.04,1.04,0,0.00,0.00,Search
,,,,,,letter of reconition someone for good customer services on a escalation issued,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.73,0.73,0,0.00,0.00,Search
,,,,,,centurylink referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.68,1.68,0,0.00,0.00,Search
,,,,,,employee gift ideas 2019,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.80,0.80,0,0.00,0.00,Search
,,,,,,corporate rewards program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,3.87,3.87,0,0.00,0.00,Search
,,,,,,workplace perks website,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.88,1.88,0,0.00,0.00,Search
,,,,,,celebrating an employee promotion,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,2.13,2.13,0,0.00,0.00,Search
,,,,,,rolepoint,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.21,2.21,0,0.00,0.00,Search
,,,,,,referrel tool for home care,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,5.59,5.59,0,0.00,0.00,Search
,,,,,,intangible rewards examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.86,2.86,0,0.00,0.00,Search
,,,,,,hewitt meijer,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.70,1.70,0,0.00,0.00,Search
,,,,,,company 5 year gift,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.03,1.03,0,0.00,0.00,Search
,,,,,,show me a thank you lord for recognizing years of service,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.58,0.58,0,0.00,0.00,Search
,,,,,,walmart gift cards for my employees for christmas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,1.00,USD,3.71,3.71,0,0.00,0.00,Search
