Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Impr.,Clicks,CTR,Currency code,Cost,Conversions,Cost / conv.,Conv. rate
,,,,,,employee anniversary note cards,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,employee awards mortgage industry,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,35 year work anniversary gift,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,tech employee anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,tracking employee referrals,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,gift card program spot awards,Broad match,None,Google_Search_NB_Products_Beta,Beta,spot recognition,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,15 year work annniversary gifts gaming studio,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,9 year working anniversary gift,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employment referral requirements delaware,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,name of sales awards,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Sales Award,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,bulk staff appreciation gifts,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Appreciation,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,incentive travel industry,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Travel,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,recognizing employee speech,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,corporate president and executive benefits perks and benefits,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,50th business anniversary gift ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,on the spot award for helping out,Phrase match,None,Google_Search_NB_Products_Beta,Beta,spot recognition,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,employee recognition gifts catalog,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,12,0,0,0.00%
,,,,,,good company to employee christmas gift ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,spot bonus programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Bonus,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,gifts forcemployee anniversaries,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,happy work anniversary for real estate agent,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee referral flyer template free,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,fmcna employee referral portal,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,company wedding gift to employee,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,best employee referral programs 2019,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,13,0,0,0.00%
,,,,,,corporate award criterias,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,wellness reward programs,Exact match (close variant),None,Google_Search_NB_Products_Beta,Beta,wellbeing incentives,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,rollins recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,example of levels of recognition in customer service,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,gift giving at work birthdays,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Birthday,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,bright health meal perks program,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,nyc employees retirement system,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,launching an employee referral program email sample,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,best employee benefits and perks,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to set up a landscape bonus program,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Bonus,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,face recognition program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,awards for sales performance,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Sales Award,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,fun incentive games for selling jobs,Broad match,None,Google_Search_NB_Products_Beta,Beta,sales incentives,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,retirement information for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how to design an employee recognition program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,14,0,0,0.00%
,,,,,,large work anniversary plaques,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,employee recognition gifts in bulk,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,what fun recognition due employees like,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,refined work anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,innovative incentive employment packages,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,cash incentives to get employees to pick up more shifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,what to do at a company anniversary party,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,app for employee recognition,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,21,0,0,0.00%
,,,,,,rewards and recognition for employees platform,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,14,0,0,0.00%
,,,,,,download and edits sales awards,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Sales Award,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,thank you gift ideas for coworkers,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,corporate gifts for new office,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,creative incentives for employees and gratitude,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how much pension do us attorneys employees get a month after retirement,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee patient referral contest,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,florida school recognition program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,16,0,0,0.00%
,,,,,,tips on managing remote teams,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,remote,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,best recogntion programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,28,0,0,0.00%
,,,,,,corporate gift catalogs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,best wellness programs at work,Phrase match,None,Google_Search_NB_Products_Beta,Beta,wellbeing incentives,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,gifts for a corporate partner,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,what does companies do for birthdays and anniversaries,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,why is good to do a employee birthday calendar template,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,direct sales awards,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Sales Award,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,words for 40 year work anniversary,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,celebrating work anniversaries,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,types of recognition for employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,sales awards names,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Sales Award,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,managing millennials disney,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,millennials,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,employee recognition gift site,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,what to reward employees for,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Rewards,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,20 year work anniversary award,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,how to get a retiring employee to work on an hourly basis,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,what is the purpose of a sales spiff,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Spiffs,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,recognitions for work support staff,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,incentive travel tokyo,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Travel,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employee recognition award categories and descriptions,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,managing millenials in a corporation,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,millennials,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,setup automatic gift for work anniversary,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,fun 10 year anniversary gifts corporate,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,monthly employee birthday announcement,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,25th year anniversary of employment gifts for women,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,list of companies that put together employee recognition programs,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,reward and recognition committee,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to improve overall recognition and rewards strategy to employee,Broad match,None,Google_Search_NB_Products_Beta,Beta,employee recognition (spot),1,1,100.00%,USD,5,0,0,0.00%
,,,,,,401k employee perk,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,creative ways to recognize employees besides compensation,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,non profit employee recognition programs,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,29,0,0,0.00%
,,,,,,silver jubilee work anniversary gift ideas,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,referral campaign with employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,how to design a reward system for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Rewards,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,gifts for employee when in their anniversary,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,does aetna have a reward program for employees who regruit new people,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Rewards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,suggested employee birthday gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,etsy work anniversary,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,how to celebrate anniversary employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,cae employee referral,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,employee recognition team pin,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,14,0,0,0.00%
,,,,,,small corporate birthday gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,corporate birthday cards funny,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employee recognition ideas for multiple locations,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,reward and recognition program template,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,employee retirement announcement,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,how do hr managers design and manage employee perks,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,dmployee awards for a verticle company,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,10 years service award message,Phrase match (close variant),None,Google_Search_NB_Products_Beta,Beta,anniversary awards,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,purpose of corporate wide recognition program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,13,0,0,0.00%
,,,,,,employee gym incentives,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,the everett clinic employment referral program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how to incentivize staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,movado incentives for retail stores,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,manager game plan to get employees motivated,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,boosting employee retention qsr,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,free employee recognition portal,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employee perks companies,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Perks,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,best ways companies recognize employees,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,effective ways to increase employee retention,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,how home health aide organization retain employees,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employee lottery incentive,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,25 year work anniversary gift,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employer branding ideas,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,how to motivate remote employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,remote,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,wine sales incentive programs,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Sales Incentive,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,inspiring emails to send employees at the new year,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,blueboard program,Phrase match,None,Google_Search_Brand_AllGeos_Beta_eCPC,Beta,Brand Core,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,most voice recognition programs at information technology office,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to motivate staff in sales company to give their 100,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,retaining employees without money,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,staff retention challenges 2019,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,retention programs employment,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,staff motivation quote,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,personalized gifts for 25th employment anniversary,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,the impact of motivation on employee performance research proposal pdf,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,bosch spiffs,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Spiffs,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,motivational staff email template,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,passion for talent retention,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,google emploee perks,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Perks,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,goalkeeper spiff management,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Spiffs,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to create a fb page for employer branding,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,best small motivational gifts for employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
